"a1.data.gz","0.667845901788496","0.694299482791307","332.7749838"
"a2.data.gz","0.624873988507861","0.651636909863814","1230.6127382"
"a3.data.gz","0.641809954603713","0.661291056745695","1972.1282127"
"aggregation.data.gz","0.949326364020144","0.961281516568133","41.0196166"
"atom.data.gz","0.000125160337236546","0.702300468841295","194.5805534"
"chainlink.data.gz","0.288884107635801","0.681588485034806","50.0975866"
"compound.data.gz","0.772920393221094","0.832732222798527","29.8560841"
"cross.data.gz","0.00613850128556951","0.475852974384442","463.5344401"
"d31.data.gz","0.601606654171475","0.635306321380099","551.4618719"
"dense.data.gz","0.921204677133922","0.960436324377729","1.2268192"
"engytime.data.gz","0.0231286854183281","0.654030498456152","790.5170591"
"flame.data.gz","0.418975946289294","0.723796970940261","27.6927869"
"fuzzyx.data.gz","0.565879545976443","0.662771015015507","359.5790927"
"hepta.data.gz","1","1","27.3103843"
"iris.data.gz","0.744526430873875","0.830639419543784","334.3927915"
"iris5.data.gz","0.53125189377871","0.749873224133996","26.2421596"
"jain.data.gz","0.476598526065278","0.840952250891343","338.9818423"
"line.data.gz","-0.077783803009895","0.609127041887237","27.6729115"
"lsun.data.gz","0.471261113503063","0.669457304713046","338.6184813"
"parabolic.data.gz","0.688589917433366","0.844685828736362","50.4734774"
"pathbased.data.gz","0.162262622430353","0.501657410766135","28.1363885"
"r15.data.gz","0.772031365115187","0.800314948318814","343.7489096"
"ring.data.gz","0.0396539293439076","0.65542318376758","49.6311259"
"s1.data.gz","0.648208674035196","0.680256421087956","1082.601574"
"s2.data.gz","0.481035979925642","0.53874204766097","916.195358"
"s3.data.gz","0.406798291850875","0.466850013629879","923.1651093"
"s4.data.gz","0.284321370238174","0.379666217189791","893.8239122"
"Set1.data.gz","0.0490355359799849","0.65223694757034","40.6320495"
"Set2.data.gz","0.000650341860002923","0.698028837321391","145.1637845"
"Set3.data.gz","0.321535282191083","0.4808944243277","203.0196249"
"smile.data.gz","0.480915766526699","0.625721839903615","49.3726771"
"spiral.data.gz","-0.00263680056753377","0.331754229368921","28.3567749"
"square.data.gz","0.218463095892533","0.662448055511814","205.0360507"
"target.data.gz","0.254884980283969","0.67240857821223","40.5408102"
"tetra.data.gz","0.671340691289061","0.785934105174138","29.9428656"
"twodiamonds.data.gz","0.647600720529576","0.827015956661999","359.1504406"
"twosplashes.data.gz","0.279093216080402","0.638643216080402","29.7997135"
"unbalance.data.gz","0.612735494359253","0.775147915264123","1579.4560662"
"wingnut.data.gz","1","1","204.7952083"
"x1.data.gz","1","1","26.4979049"
"x2.data.gz","-0.00670150756012656","0.556596261514952","334.3171875"
"x3.data.gz","0.643603734916133","0.779226792110043","26.8891971"
"z1.data.gz","0.200246931899682","0.473612076699601","335.605981"
"z2.data.gz","0.523076518042705","0.697553599769684","45.9596479"
"z3.data.gz","0.995251534149178","0.996677637175018","51.3732006"
"zigzag.data.gz","0.142996944339039","0.491055413489222","27.5299896"
