"a1.data.gz","0.676068986138947","0.704100182698793","510.3791803","10"
"a1.data.gz","0.631346929310357","0.662939064540044","528.6951271","20"
"a1.data.gz","0.22126286733838","0.346503689447935","566.5368833","100"
"a1.data.gz","0.501909785404501","0.549756151107789","508.9239038","50"
"a1.data.gz","0.70901151105371","0.738451355102839","475.370829","5"
"a2.data.gz","0.556222308480011","0.591940143604157","843.4951761","10"
"a2.data.gz","0.543076349044294","0.58028816991474","848.0409251","20"
"a2.data.gz","0.229009816492559","0.33672171020248","939.0835188","100"
"a2.data.gz","0.41221511165235","0.473992039558903","882.3574265","50"
"a2.data.gz","0.559967546136716","0.597377426343192","863.8088144","5"
"a3.data.gz","0.533381321663362","0.571093348627361","1299.1283338","10"
"a3.data.gz","0.477251134133098","0.523434341307544","1296.7021287","20"
"a3.data.gz","0.200765524552501","0.304831527549774","1432.2641295","100"
"a3.data.gz","0.340919557192283","0.412021041298848","1348.998125","50"
"a3.data.gz","0.545568453718986","0.581472987382902","1409.5037441","5"
"aggregation.data.gz","0.808943417036094","0.865244483246756","211.7851425","10"
"aggregation.data.gz","0.802012193007499","0.847443524288921","213.3580673","20"
"aggregation.data.gz","0","0.465327185300243","223.6019456","100"
"aggregation.data.gz","0.692967342680555","0.7682314267463","218.3852188","50"
"aggregation.data.gz","0.808943417036094","0.865244483246756","216.4058715","5"
"atom.data.gz","1","1","213.8864257","10"
"atom.data.gz","1","1","217.2034471","20"
"atom.data.gz","0","0.706664147790317","229.2420755","100"
"atom.data.gz","0.678148999986202","0.823332217181876","223.9819053","50"
"atom.data.gz","1","1","214.7966216","5"
"chainlink.data.gz","1","1","224.0054616","10"
"chainlink.data.gz","1","1","225.4582888","20"
"chainlink.data.gz","1","1","243.7318353","100"
"chainlink.data.gz","1","1","230.7404904","50"
"chainlink.data.gz","1","1","225.0867663","5"
"compound.data.gz","0.764343331815664","0.836408720523334","196.4147825","10"
"compound.data.gz","0.767541843158411","0.835843649501415","196.014137","20"
