"a1.data.gz","0.65305685964891","0.679766096917139","358.388266","10"
"a1.data.gz","0.572794877803399","0.608742446861998","2917.625066","20"
"a1.data.gz","0.154215333295128","0.343157570119632","3039.097859","100"
"a1.data.gz","0.398706366106801","0.463957039802153","3062.961821","50"
"a1.data.gz","0.552608936295761","0.592347320402438","2934.753034","5"
"a2.data.gz","0.598537619589013","0.626602816664054","4390.79713","10"
"a2.data.gz","0.494267228782773","0.537860926187403","4408.29801","20"
"a2.data.gz","0.250854456847292","0.354774898044686","4486.80518","100"
"a2.data.gz","0.346500581029267","0.418757064275053","3949.763556","50"
"a2.data.gz","0.508606864560935","0.552979434249447","4276.625381","5"
"a3.data.gz","0.534712158205051","0.572216097558529","5215.943055","10"
"a3.data.gz","0.477251134133098","0.523434341307544","4794.142875","20"
"a3.data.gz","0.200630528470357","0.304736793994058","5109.14579","100"
"a3.data.gz","0.340871507100838","0.411975789225295","5213.949154","50"
"a3.data.gz","0.546107956528958","0.581871378963659","5079.855142","5"
"aggregation.data.gz","0.8385330890027","0.877352279837425","2711.068889","10"
"aggregation.data.gz","0.730699779932863","0.816173396798923","422.007507","20"
"aggregation.data.gz","0.45457851787973","0.636898636628828","2556.798941","100"
"aggregation.data.gz","0.762392164464311","0.818258528450501","2553.436551","50"
"aggregation.data.gz","0.808943417036094","0.865244483246756","408.830278","5"
"atom.data.gz","1","1","2204.962258","10"
"atom.data.gz","1","1","2532.595124","20"
"atom.data.gz","0","0.706664147790317","2590.336465","100"
"atom.data.gz","0.719951501804392","0.848350899168676","2579.27814","50"
"atom.data.gz","1","1","402.131784","5"
"chainlink.data.gz","1","1","2585.320389","10"
"chainlink.data.gz","1","1","2563.584666","20"
"chainlink.data.gz","0.162918582736525","0.474893513910879","2642.420998","100"
"chainlink.data.gz","1","1","2608.530896","50"
"chainlink.data.gz","1","1","2585.75649","5"
"compound.data.gz","0.790530074881172","0.855344445576886","381.414049","10"
"compound.data.gz","0.799961091729229","0.858867457237436","4691.03972","20"
"compound.data.gz","0","0.497180372264641","394.373902","100"
"compound.data.gz","0.600143027227341","0.739946236669106","4700.554643","50"
"compound.data.gz","0.830626727109628","0.879105957489019","381.523607","5"
"cross.data.gz","0.0422946203335999","0.215593937516681","4798.766494","10"
"cross.data.gz","0.0430787747859701","0.302617645508015","2703.120268","20"
"cross.data.gz","0","0.499624671534746","2763.059177","100"
"cross.data.gz","0.0560647429648151","0.436744025844645","2744.384599","50"
"cross.data.gz","0.0313370892073166","0.139920089954866","2742.560402","5"
"d31.data.gz","0.515778684218934","0.552914737660467","2864.55359","10"
"d31.data.gz","0.385222545903731","0.449210767766735","2876.706463","20"
"d31.data.gz","0.137327499778264","0.27177617663022","2973.892822","100"
"d31.data.gz","0.00439188637365211","0.184420426372056","2876.275962","50"
"d31.data.gz","0.481614406256171","0.526108688919894","2889.013907","5"
"dense.data.gz","0.776572797507202","0.880997546850502","358.8669","10"
"dense.data.gz","0.704467849173494","0.839366045025709","4659.997075","20"
"dense.data.gz","0","0.705327893384297","370.602766","100"
"dense.data.gz","0","0.705327893384297","4665.636074","50"
"dense.data.gz","0.875006379623206","0.935178319865425","377.284523","5"
"engytime.data.gz","0.00195898251515605","0.613010881694829","5800.140583","10"
"engytime.data.gz","0.308888377803219","0.601181266411924","3607.51545","20"
"engytime.data.gz","0.263203292322951","0.581137929924268","3698.733898","100"
"engytime.data.gz","0.250901852302166","0.575945873573787","3341.449651","50"
"engytime.data.gz","0.00393157464360126","0.353244501794574","3719.934281","5"
"flame.data.gz","0.573495350212268","0.774367152362705","364.143036","10"
"flame.data.gz","0.277748763593149","0.602001411465537","4643.953892","20"
"flame.data.gz","0","0.732037335856489","374.645194","100"
"flame.data.gz","0","0.732037335856489","4709.443678","50"
"flame.data.gz","0.619440590064702","0.800933718740972","410.075131","5"
"fuzzyx.data.gz","0.141610024758312","0.334557801721257","5177.962529","10"
"fuzzyx.data.gz","0.127344903937635","0.364800349462314","457.640712","20"
"fuzzyx.data.gz","0","0.448614818363432","5252.847257","100"
"fuzzyx.data.gz","0.105454316981041","0.38445623377398","511.884592","50"
"fuzzyx.data.gz","0.0836674460757951","0.262258633564275","2788.050048","5"
"hepta.data.gz","1","1","429.574099","10"
"hepta.data.gz","1","1","2667.105714","20"
"hepta.data.gz","0","0.37265466773681","4357.407054","100"
"hepta.data.gz","0","0.37265466773681","377.664532","50"
"hepta.data.gz","1","1","370.429033","5"
"iris.data.gz","0.563751020523071","0.763517068100088","2532.602022","10"
"iris.data.gz","0.537944820545115","0.740271809719086","9064.39029","20"
