"","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32"
"stosunek_wystąpien","0",0.000328860826098395,0,4.8854365137525e-05,0,0,0,0,0.000256447831184056,5.50342588261193e-05,2.54097319273282e-05,2.6937478113299e-05,3.12373098428763e-05,6.56383327863472e-05,0.000287982885588514,0,0,0.000153036238981391,0.000241050982282753,0,0.000123253903040263,0,3.04747973425977e-05,0.000216333153055706,0.000402074705480278,0.000318836883050631,0.00024330900243309,0
